news_politifact15570	fake	iranian official drops bombshell obama secretly gave citizenship to iranians as part of nuke deal
news_pheme_88	fake	are you a robot
news_pheme_355	fake	
news_E464	fake	arnold schwarzenegger's last act as governor follows him
news_pheme_209	fake	live nation ontario on twitter
news_E535	fake	log in or sign up
news_politifact15564	fake	senate democrats demand supreme court nominee not be unduly influenced by u s constitution
news_E667	fake	is is sympathetic youth center to open doors in dearborn mi
news_E385	fake	scam mers targeting facebook users with dislike button scam
news_politifact15604	fake	nasa will pay you to stay in bed for days
news_pheme_147	fake	rumours of prince surprise toronto show quashed by live nation
news_E276	fake	london fire brigade issues h overboard safety warning on back to the future day
news_pheme_311	fake	no prince concert live nation apologizes for incorrect information
news_E663	fake	christian couple's plan to divorce if australia legalizes same sex marriage isn't going so well
news_politifact15004	fake	nfl lawyer who claimed super bowl is rigged found dead
news_pheme_50	fake	prince fans turned away from massey hall
news_pheme_64	fake	no prince concert live nation apologizes for incorrect information
news_E562	fake	alabama man caught having sex with pig in walmart bathroom
news_pheme_254	fake	morning weather webcast nov
news_pheme_379	fake	delivering kelowna's news first
news_E595	fake	outrage obama orders military to stop wearing uniforms at recruitment centers to hide from terrorists
news_pheme_387	fake	martin place siege separating fact from fiction
news_politifact15616	fake	british politician beaten by protestors for welcoming trump to the uk
news_politifact14605	fake	wife of las vegas massacre victim he saved my life and lost his
news_E423	fake	tattoos designs ta too shops and artists
news_pheme_367	fake	
news_pheme_384	fake	milan news ul time not iz ie live
news_E634	fake	activists prepare for gay marriage decision
news_pheme_137	fake	now on insta gram prince fans are lined up from massey hall to queen street to snag wristbands to his surprise shows
news_politifact13468	fake	denzel washington hit by facebook fake news story on trump
news_E329	fake	espn in advert ant ly cuts interview with clemson's coach s win ney when he thanks god
news_E543	fake	leaked tapes capture stacey dash saying fox hired her to attract horny old men
news_E60	fake	donald trump marco rubio disqualified cannot be president after refusing to undo obama executive amnesty immediately
news_E110	fake	the black roots of ex president dwight d eisenhower
news_pheme_107	fake	prince to perform a surprise show in toronto
news_E114	fake	no target is not giving you a off everything coupon for liking a page on facebook
news_E540	fake	hocus pocus happening s jp kathy na jimi y back bette
news_E57	fake	the hill on twitter
news_E259	fake	storm science patricia's ascent from tropical storm to record hurricane
news_E196	fake	friends reunion courteney cox age defying complexion the result of plastic surgery jennifer aniston thinks botox looks terrible on anyone
news_E650	fake	jay z and beyonce attempt to buy rights to confederate flag to prevent further use not the onion
news_E678	fake	q childs on insta gram actor gary dour dan csi before and after drugs s mh
news_politifact11773	fake	virginia republican wants schools to check children's genitals before using bathroom
news_politifact15108	fake	breaking trump removes muslim federal judge for trying to implement sharia law in america
news_pheme_42	fake	german airbus crashes in french alps with dead black box found
news_pheme_91	fake	sydney siege ends police storm cafe where man har on mon is held hostages
news_politifact14859	fake	alabama state police arrest poll workers in birmingham
news_politifact14777	fake	michigan muslims arrested in fed's largest bust in u s history
news_E710	fake	quartz daily brief asia edition yahoo's ali baba update confederate flag ban obama's trade win airplane snack rage
news_pheme_331	fake	
news_E454	fake	woman stabs boyfriend for not liking insta gram self ie fast enough
news_pheme_114	fake	vine
news_E190	fake	the miracle has happened today usa and
news_politifact15031	fake	food stamp enrollment drops by four million in one month
news_politifact14794	fake	singer tina turner this thanksgiving is the first time in years that i am thankful for our president god bless him and his supporters do you support to tina
news_E420	fake	michigan d nr might cancel deer hunting season in upper peninsula
news_E300	fake	are you eating chemical laden garlic from china
news_pheme_224	fake	german news report co pilot of german wings airbus was muslim convert hero of islamic
news_politifact14810	fake	breaking federal judge grants permission to subpoena trump
news_E389	fake	the no more tears shampoo now with no formaldehyde
news_E703	fake	peanut butter and jelly deemed racist
news_politifact14878	fake	julia roberts claims michelle obama isn't fit to clean mel ania's toilet
news_politifact15141	fake	breaking supreme court sides with trump this changes everything
news_politifact15048	fake	trump declares global is t so ros as national security threat using obama's executive order
news_E639	fake	is is ariana grande
news_E687	fake	kitchen makeover fail
news_politifact14722	fake	texas church shooter was anti fa member who vowed to start civil war
news_E64	fake	walmart viral story about sad cashier not true
news_E734	fake	beware of the game of your child might be involved in this game
news_E338	fake	year old virgin teen in texas falls pregnant after flu shot
news_E685	fake	citizens sign petition to ban the current american flag issue new design with rainbow and all seeing eye in tell i hub
news_E461	fake	home accident pressure cooker regulator lodges in the eye photos
news_politifact15562	fake	george h w bush has died at
news_E105	fake	a photograph captures a lb shrimp caught near homosassa florida
news_E610	fake	lead singer of the band tool found dead
news_E762	fake	fb n's charles payne obama will make a push for slave reparations
news_E653	fake	madonna vanity fair magazine green issue may for sale online
news_E620	fake	abandoned polish wedding chairs
news_E283	fake	youtube
news_E569	fake	banned ted talk nick hanauer rich people don't create jobs
news_E210	fake	oprah winfrey's m bet on weight watchers
news_E271	fake	fall hikes in upstate ny easy hiking trails to experience fall foliage
news_E702	fake	joni ernst repeal obama care and cut food stamps and force people to rely on the church for help
news_pheme_93	fake	german wings crash in french alps kills cockpit voice recorder is found
news_E184	fake	elderly woman arrested for making purses out of neighbors missing cats
news_pheme_255	fake	sydney caf siege victims identified as tori johnson katrina dawson
news_E676	fake	donald trump if black lives don't matter here go back to africa
news_E502	fake	sharia compliant illinois will now allow muslim head and face covering attire to be worn in official driver license photos
news_E456	fake	carson ties abortion to slavery at anti planned parenthood rally
news_politifact15129	fake	actress jennifer aniston me and all the trump supporter celebrities decide to make a company named celebrities for trump which fight against all anti trump celebrities i think president trump ne
news_pheme_256	fake	lucille clerc on twitter
news_politifact14564	fake	head of nfl fines steeler teammates million each
news_politifact15109	fake	michelle obama just received life shattering news from the doctor
news_E647	fake	sea horse
news_E731	fake	did a couple kill a dolphin by urinating on it
news_E568	fake	choosing a payday loan doesn't have to be hard
news_E615	fake	fried food on the out s in changes for navy chow halls
news_pheme_112	fake	this powerful cartoon about the charlie he b do attack is not by banksy
news_pheme_305	fake	flag being held by lind t chocolat cafe hostages is not an islamic state flag
news_pheme_30	fake	live updates hostages taken in france attacks
news_E631	fake	gay advocates hurl feces stained bible pages at christians for protesting teaching of homosexuality in german schools
news_E751	fake	life hack zombie banana
news_politifact15625	fake	puerto rico mayor facing fraud charges over millions in gov t funds
news_E358	fake	things for your new day mike huckabee rallies for kim davis pope francis shakes up the church again and s
news_E255	fake	jake from state farm found dead in apartment bedroom
news_pheme_393	fake	michael es sien on insta gram i'm very fit and very healthy no truth in the internet rumours that i have contracted ebola im well will be training as usual
news_E284	fake	mega million facebook million giveaway
news_E123	fake	syrian children killed after paris attacks
news_E630	fake	pope suggests mandatory sterilization of unwed
news_E581	fake	olive garden restaurants donate money to planned parenthood
news_E435	fake	did president obama pose next to a mile or marker
news_pheme_385	fake	under construction sun news network ca
news_E594	fake	what was fake on the internet this week mutant daisies nazi minions and demonic birthday cakes
news_pheme_250	fake	no surprise prince show live nation says
news_pheme_237	fake	no prince concert live nation apologizes for incorrect information
news_pheme_19	fake	german airbus crashes in french alps with dead black box found
news_E301	fake	ben carson is the most brainless brain surgeon in america says piers morgan
news_E532	fake	pepsico discontinues mountain dew
news_pheme_346	fake	if put in is dead or incapacitated here are three scenarios for what might happen next
news_pheme_32	fake	youtube
news_E478	fake	skelton whale watching in lake michigan good luck whales lake michigan my great lakes adventure model photographer adventure
news_politifact14896	fake	police officers firefighters and others get hit with tax penalty
news_politifact14643	fake	san juan city council votes unanimously to impeach trump hating mayor
news_E263	fake	woman arrested for masturbating with jimmy dean sausage in walmart bathroom
news_pheme_377	fake	no surprise prince show live nation says
news_politifact14863	fake	breaking illegal muslim from iran arrested for starting california wildfire
news_politifact15631	fake	lisa page squeals dnc server was not hacked by russia
news_E241	fake	gluten free chicken nuggets
news_E189	fake	marco rubio voted for bill forcing rape victims to publish sexual history
news_pheme_181	fake	military helicopters flying over moscow they are landing in kremlin and in fsb square ukrainian conflict
news_E505	fake	a map depicts the native american tribal areas of the united states prior to european colonization
news_pheme_51	fake	prince not playing massey hall tonight promoter says
news_politifact15135	fake	seattle police begin gun confiscations no laws broken no warrant no charges
news_politifact14879	fake	breaking sasha obama just crashed her expensive new car into a lake
news_politifact14832	fake	breaking roy moore's accuser arrested and charged with falsification
news_E445	fake	aircraft resembling mh found in warehouse belonging to cnn
news_politifact14698	fake	morgan freeman jailing hillary best way to restore public faith in govt
news_politifact15606	fake	clinton body count series woman set to testify against clinton s blown up in home explosion
news_E530	fake	hickory nc walmart human trafficking warning
news_E192	fake	mysterious creature discovered in california everyone naturally cries alien
news_E576	fake	wyoming man found with cow eyeballs in his rectum
news_politifact15095	fake	legendary actor kirk douglas dead days before his st birthday
news_politifact14839	fake	morgue employee cremated by mistake while taking a nap
news_E162	fake	obama to ban christmas cards on military bases
news_E429	fake	county clerk kim davis mug shot i'll make a great prison wife photo
news_E243	fake	step dad pulls out of funding daughter s wedding at last minute but his reasoning is heartbreaking
news_E337	fake	bye bye bacon s arnie bizarre report tells offices ban pork to avoid upsetting muslims
news_E534	fake	man sues new bride for looking ugly without makeup
news_E592	fake	civil war museum closed confederate artifacts burned
news_E253	fake	nasa recently released imagery showing the deforestation of america in just years
news_pheme_79	fake	airbus a crashes in france killed
news_pheme_381	fake	
news_E51	fake	san bernardino terror ois t t ash feen malik who pledged allegiance to is is pictured
news_E144	fake	top islamic network on twitter
news_E599	fake	samuel adams introduces he li yum a new beer infused with helium
news_politifact14745	fake	update second roy moore accuser works for michelle obama right now
news_E262	fake	corona del troll
news_politifact14827	fake	we called it gloria all red accuser admits she tampered with roy moore's yearbook signature video
news_politifact14904	fake	hollywood cel ebs we will go on total strike if trump does not resign
news_E293	fake	woman arrested in walmart for trying on tampons in the feminine care aisle
news_pheme_180	fake	prince
news_E402	fake	news your personalized news reader
news_E567	fake	islamic city council bans sale of alcohol in dearborn mi
news_politifact15191	fake	ohio student suspended for staying in class during national walkout day
news_E431	fake	scott walker is trying to save his failing campaign by bashing unions
news_politifact13559	fake	pence michelle obama is the most vulgar first lady we've ever had
news_E339	fake	cnn altered photo of umpqua shooter
news_politifact14788	fake	mel ania trump if is is lay a finger on barron i'll scratch obama's eyes out
news_pheme_81	fake	deadly attack on satirical magazine in paris
news_politifact15146	fake	ice removal key goal of democrats in election
news_politifact15164	fake	biden raises possibility of presidential bid
news_E273	fake	one third of vegetarians eat meat when they get drunk
news_E501	fake	article claiming selena's murderer yolanda saldivar died is false td cj says
news_E20	fake	ikea forced to deny they are selling swastika shaped table named had lf
news_politifact14890	fake	actress sandra bullock to hillary clinton if you don't like our president you can leave and never come back again you are one jealous woman who ls nothing to compare with trump i hope he will arrest y
news_E618	fake	tyson is cutting jobs sending
news_E475	fake	state of florida passes law which makes nudity legal at all public beaches
news_E462	fake	biden talks of how the germans bombed pearl harbor for the love of god
news_E727	fake	if my eyes are bigger my family will definitely be around more
news_pheme_310	fake	image uploaded by news news toronto
news_politifact15159	fake	charleston shooter dylan n roof moved to death row in terre haute federal prison
news_E90	fake	ham ari par i
news_E41	fake	president obama scores on iq test lowest in presidential history
news_politifact15599	fake	this is amazing in the new york times said trump would be our best president they forgot
news_E148	fake	paris attacks mom daughter pay tribute to victims make sense of terror
news_pheme_140	fake	prince not playing massey hall tonight promoter says
news_E473	fake	fans are angry because they think joey fatone actually wrote a warning letter to one direction
news_E719	fake	gang member dies after he attempted to gold plate his penis photos a year old man has died after he at te
news_E708	fake	amazon ordered by the federal government to stop selling confederate flag
news_politifact15147	fake	international arrest warrant issued for george so ros
news_E564	fake	sarah palin prefers slavery to planned parenthood
news_E746	fake	treason look what obama just did for this illegal gang b anger charged with counts of murder
news_E669	fake	nascar confederate flag can't ride with us we banned it a long time ago
news_pheme_38	fake	house quake
news_E92	fake	ted cruz's bizarre flimsy description of the alleged planned parenthood shooter
news_pheme_73	fake	german airbus crashes in french alps with dead black box found
news_E432	fake	internal sony documents reveal playstation controllers are made of dog noses
news_E76	fake	ben phillips
news_E410	fake	why drivers in china intentionally kill the pedestrians they hit
news_pheme_214	fake	steve russell on insta gram massey hall massive line up rumor has it the there is a secret prince concert tonight rumor has it that tickets are lineup
news_E355	fake	this feminist is suing the man who saved her life for rape
news_E556	fake	after birth abortion the pro choice case for infanticide
news_E528	fake	banana dread
news_E328	fake	supporters of donald trump and other republicans get worst grammar grades
news_E395	fake	r e m is suing donald trump and ted cruz for million
news_politifact15188	fake	
news_E45	fake	large cell phone purchase rumor
news_E200	fake	starbucks singapore launch iconic red cups christmas pan ett one latte
news_E656	fake	right wingers circulate photoshop fake of young hillary clinton with a confederate flag
news_E321	fake	mandatory gun ownership in kennesaw georgia
news_E404	fake	the obama doctrine a new paradigm worthy of a second nobel peace prize the people's view
news_pheme_20	fake	image uploaded by news news toronto
news_politifact13561	fake	breaking put in interference could give courts legal right to make hillary president
news_pheme_87	fake	prince secret show rumored for toronto tonight
news_E285	fake	huge mysterious city floating in the clouds over fo shan guangdong china
news_E160	fake	christian group slams starbucks holiday cup as war on christmas
news_E715	fake	shit happens pic s videos and memes
news_E152	fake	work in japan job information of conscious company to muslim students
news_pheme_145	fake	insta gram
news_E305	fake	plastic bag use down since p charge was introduced
news_E506	fake	ir wan set yaw an
news_E611	fake	pill mottle
news_politifact15626	fake	clint eastwood leaves his estate to the trump campaign
news_E453	fake	white house says obama's gun rules would not have blocked virginia shooting
news_politifact14754	fake	curious rob o call seeks damaging information on moore
news_E587	fake	grandmother sounds off on gender identity curriculum
news_E554	fake	what do your mouth and the great pacific garbage patch have in common
news_politifact14992	fake	rep paul go sar asks capitol police to arrest illegal immigrants attending state of the union
news_pheme_111	fake	jim jefferies
news_E660	fake	the pope's commandments on climate change
news_E74	fake	president obama says pattern of us mass shootings has no parallel after san bernardino shooting
news_E561	fake	georgia man cuts off penis to stop masturbating inaccurate
news_E359	fake	youtube
news_E151	fake	photograph depicts muslim women in the united states with anti american phrases such as down with u s a written on their hands
news_E574	fake	los angeles gangs in contest to kill people in days
news_E19	fake	burger king just announced they will follow islamic sharia law
news_politifact13560	fake	sarah palin calls to boycott mall of america because santa was always white in the bible
news_politifact14601	fake	the kardashian s donate whopping sum to las vegas mass shooting victims
news_pheme_201	fake	who is andreas lub itz everything you need to know about the german wings co pilot
news_E706	fake	white supremacist who influenced charleston suspect donated to g o p campaigns
news_politifact14860	fake	law passed all child support in the united states will end by beginning of
news_E307	fake	meet captain bali slava a russian federation fighter pilot who bombed the hell out of is is yesterday
news_pheme_48	fake	
news_E760	fake	hampton s police submarine unit makes first arrest not the onion
news_politifact14993	fake	stunning democrats boo and groan at trump mention of murder victims of ms killers video
news_pheme_128	fake	ctv toronto s superstar in toronto
news_E584	fake	obama collecting personal data for a secret race database
news_E204	fake	occ u world global truth magazine
news_politifact14742	fake	snap chat is shutting down
news_pheme_251	fake	no prince concert live nation apologizes for incorrect information
news_politifact15130	fake	could trump win the nobel peace prize peace in korean peninsula would be significant foreign policy achievement
news_E165	fake	syrian refugees beginning to arrive in new orleans
news_politifact14841	fake	update van full of illegals caught voting at multiple alabama polling locations
news_politifact15156	fake	court orders obama to pay million in restitution
news_E29	fake	cookie dough can explodes in woman's vagina during shoplifting incident
news_E413	fake	
news_E175	fake	rum b lr tinder for fighting app lets you challenge people to brawls
news_E193	fake	second ruling in days against arizona's abortion laws
news_E491	fake	donald trump proclaims he'll name u s mexico border barrier after himself
news_pheme_401	fake	prince not playing massey hall tonight promoter says
news_pheme_182	fake	
news_pheme_281	fake	flag in sydney cafe window is not linked with is
news_E636	fake	pastor john piper women who wax their private parts are hurting god's work
news_E104	fake	could showtime resurrect dexter
news_E412	fake	wave of misconstrued migration
news_pheme_130	fake	prince a familiar face in toronto
news_E61	fake	providing biblical counsel to sexually confused youth soon illegal in c in cy
news_pheme_339	fake	
news_E50	fake	adele petition white privilege explains singer's success
news_E489	fake	new seaworld show just elephant drowning in large tank of water with no explanation
news_politifact14576	fake	washington state legislature votes to change its name because george washington owned slaves
news_E444	fake	jam mal wrong guy er
news_politifact14905	fake	obama not donald trump may be invited to royal wedding of prince harry and meghan mark le
news_pheme_163	fake	dj mensa on the s s on twitter
news_E659	fake	republicans escalate their war on women to attack wounded female veterans
news_pheme_205	fake	
news_politifact14694	fake	update hillary clinton leaves the country as mueller indictment is announced
news_E608	fake	west point revokes diplomas of confederate graduates
news_politifact14699	fake	alabama football crimson tide disqualified from national championship
news_E484	fake	w awa announced all stores would be closed by january
news_E392	fake	obama breaks out satanist aleister crowley t shirt
news_E387	fake	attention sadie robertson in major car accident please pray for her and her family
news_E286	fake	euro spa eucalyptus oil uses cdc says the flu shot is less effective
news_E234	fake	african american airlines
news_pheme_1	fake	prince fans turned away from massey hall
news_pheme_243	fake	
news_pheme_203	fake	german news report co pilot of german wings airbus was muslim convert hero of islamic state
news_pheme_76	fake	the real artist behind iconic charlie he b do pencil tribute
news_politifact15178	fake	former presidents walk fine line in trump's america
news_E654	fake	girl killed in her sleep from wearing ear buds while iphone was charging
news_E728	fake	michelle obama has been chosen by the u s treasury department to be the new face of the bill
news_E774	fake	taco bell wicker park could become first in u s to serve booze
news_E350	fake	no people did not gather in peru to support kim davis here's proof
news_pheme_382	fake	the co pilot of the german wings airbus was a convert to islam
news_pheme_175	fake	prince fans at massey hall react after being told singer won't perform tuesday
news_E679	fake	mcdonald e ed for using left over french fry grease in its coffee
news_E218	fake	police question unt journalism dean dorothy bland
news_E544	fake	donald trump supports hunter that killed cecil the lion amp will pay legal fees
news_E401	fake	sherri c on twitter
news_E132	fake	helium infused wine every girls night needs helium infused wine you must try some emoji$$ emoji$$ emoji$$
news_pheme_388	fake	sydney hostage crisis live report
news_E166	fake	hundreds of people died after eating the patti labelle brand patti sweet potato pie
news_E388	fake	bernie sanders saves dog from burning building news media still does not cover it
news_politifact13496	fake	the cnn porn scare is how fake news spreads
news_politifact13501	fake	lady gaga reveals plan to cover her face again until trump gets fired from office and i feel free once more
news_pheme_115	fake	
news_E529	fake	outrage female veteran denied a job by macy's because she's been to war
news_politifact14815	fake	miss universe guayana arrest ada con kilos en london airport emoji$$
news_politifact14693	fake	the hacked emails at the center of mueller's russia investigation explained
news_E606	fake	oxy breath pro face mask review
news_E376	fake	satire brain dead teen only capable of rolling eyes and texting to be eu than i zed caitlin tea g art not real
news_E542	fake	a russian laboratory has invented a way to remove the black skin layer of black people
news_politifact14771	fake	civil war erupts in sweden as irate swedes burn nine muslim refugee centers to the ground
news_politifact15137	fake	miley cyrus donald trump is a f king nightmare
news_E140	fake	watch syrian refugees in germany complain about slow internet speeds
news_E583	fake	oath of allegiance changed pledge to military service no longer required for naturalized citizens
news_E113	fake	climate change denier rupert murdoch just bought national geographic
news_politifact15190	fake	student hasn't stopped filming since florida school shooting
news_E455	fake	paul gas sen he i mer art poster james dean and marilyn monroe on bike h x w for sale online
news_politifact13557	fake	pro lifers declare ejaculation is murder every sperm cell is a life
news_E326	fake	colorado mcdonald's offers first marijuana friendly smoking section in restaurant
news_E500	fake	urgent hawaii official now swears no obama birth certificate
news_pheme_212	fake	canada shootings
news_E582	fake	exposing scams and hoaxes
news_E278	fake	dumb satire of yelp south park lawsuit rises briefly to top of google news
news_pheme_392	fake	faa recognizes andreas gu enter lub itz
news_E203	fake	a conspiracy theory says avril lavigne is dead and has been replaced by a doppelganger
news_E735	fake	log in or sign up
news_E323	fake	austrian red cross meets refugees at hungary border
news_E185	fake	history channel's bigfoot captured was a tv abomination
news_politifact14954	fake	year old who killed a muslim in self defense gets the death penalty
news_pheme_7	fake	charlie he b do suspects among three gunmen killed as french police end hostage stand offs in paris and dam martin en go ele
news_E494	fake	obese woman arrested for starving her kids there was only enough food for me
news_E125	fake	huff post is now a part of verizon media
news_pheme_277	fake	charlie he b do attack three terrorists killed in raids
news_E356	fake	adam sandler death hoax story fake and untrue
news_pheme_245	fake	cartoonists tweet responses to charlie he b do attack
news_pheme_165	fake	report german wings co pilot was recent convert to islam u fp news
news_E49	fake	el chap o guzm an mexican cartel boss threatens is is leader baghdad i
news_E27	fake	legislative time bomb
news_pheme_216	fake	no prince concert live nation apologizes for incorrect information
news_E525	fake	washington nationals adam la roche kills mountain lion poses with it
news_E277	fake	several injured in zombie like attack at tennessee walmart as man tries to eat his victims
news_E383	fake	sign up
news_E578	fake	u s supreme court says no license necessary to drive automobile on public highways streets
news_politifact14620	fake	jason aldean gig canceled after he sells out to liberals on snl
news_E161	fake	paris terror attacks suicide bomber tried to enter football stadium but was stopped by heroic security guards
news_E319	fake	phallic mushroom releases hormone like compounds to excite with a single sniff
news_pheme_372	fake	breaking german media site says german wings co pilot was muslim convert
news_E497	fake	this is how people in china are riding escalators after a horrific accident
news_E47	fake	stanley kubrick admits he helped nasa fake moon landings in new film
news_E336	fake	local school art project titled candlelight
news_pheme_406	fake	prince not playing massey hall tonight promoter says
news_E251	fake	there might be meat in your vegetarian hot dogs
news_politifact14818	fake	fbi uncovered russian bribery plot before obama administration approved controversial nuclear deal with moscow
news_pheme_271	fake	german wings crash plane obliterated
news_E480	fake	fake meijer back to school coupon goes viral on social media
news_E360	fake	this ios feature might secretly rack up your phone bill
news_politifact14776	fake	pope francis at mass jesus is metaphorical not literal
news_pheme_62	fake	islamist militant takes hostages in sydney caf displays black jihad is t flag
news_E116	fake	lb rat caught in new york city
news_pheme_394	fake	rumours of prince surprise toronto show quashed by live nation
news_politifact14718	fake	texas church shooter was a militant atheist
news_E621	fake	updated woman in coma after her butt implants explode during squat routine
news_E118	fake	customer service troll strikes again after complaints about campbell's soup advert featuring real gay dads and their son
news_politifact13475	fake	donald trump protester speaks out i was paid to protest trump's rally
news_pheme_173	fake	paris massacre suspects killed in dramatic hostage raids
news_pheme_239	fake	the image that everyone is sharing by banksy isn't by banksy but it's awesome
news_E722	fake	fact check a not so secret microchip
news_pheme_189	fake	toronto's news traffic and weather
news_E202	fake	do you suffer with migraines and headaches a dai th piercing could be the cure
news_E206	fake	obama orders chicago school to let transgender boy use girls locker room
news_politifact15049	fake	mel ania trump hired exorcist to cleanse white house of obama demons
news_pheme_72	fake	german wings crash in french alps kills cockpit voice recorder is found
news_E652	fake	til that when when a man named larry rut man threw a boomerang and hit himself in the head he sued himself for and surprisingly won with all the money coming from his insurance today ilea
news_E507	fake	twitter it's what's happening
news_politifact14814	fake	new jersey police chief says black people have no value and should all be executed
news_pheme_136	fake	
news_politifact14664	fake	ice detainer issued for suspected wine country arsonist in sonoma jail
news_E552	fake	soldier denied service at when cashier notices he's in the military
news_politifact14960	fake	haiti official getting ready to testify against clinton foundation corruption next week found dead with gunshot to the head
news_E465	fake	after josh dug gar's ashley madison confession sister jess a shares biblical verses
news_politifact15123	fake	statement from fda commissioner scott gottlieb m d on fda's ongoing efforts to help improve effectiveness of influenza vaccines
news_E446	fake	donald trump move the palestinians to puerto rico
news_E642	fake	transgender tampons
news_pheme_225	fake	is prince playing a secret show in toronto tonight
news_politifact14885	fake	world's most popular candy to be removed from shelves by october
news_politifact14876	fake	boom roy moore takes the military vote pulls ahead by k votes
news_pheme_144	real	hostages held in sydney cafe islamic flag seen in window local tv
news_E287	real	man dies on aer lingus flight after being restrained
news_E39	real	school principal bans santa thanksgiving and pledge of allegiance
news_pheme_328	real	canada will never be intimidated harper says after shootings in ottawa
news_politifact825	real	planned parenthood action center
news_E644	real	petition oakland county michigan circuit court release the three tsim hon i siblings from children's village juvenile detention center free tsim hon i kids change org
news_pheme_404	real	
news_E405	real	occ u world global truth magazine
news_pheme_108	real	pilot in german airbus crash was locked out of cockpit new york times
news_TM33	real	killer to face firing squad
news_E411	real	california ranchers discover pig with flores cent blue fat
news_E486	real	no asteroid is threatening to hit earth next month nasa says
news_E79	real	homeless couple found living in walmart attic with hot plate meth lab and inch led tv
news_pheme_302	real	vine
news_pheme_150	real	sydney siege hostage taker demands is is flag warns of four bombs in city
news_pheme_177	real	fox news go
news_E147	real	tidy cats lightweight brand cat litter causes breathing problems in cats
news_E482	real	did the national cancer institute finally admit that marijuana kills cancer
news_pheme_77	real	
news_pheme_22	real	tweets from charlie he b do attack scene
news_pheme_320	real	police say dead including gunman after raid ends sydney hostage situation
news_politifact9438	real	everything you need to know about the drone debate in one faq
news_E783	real	rodney ruiz on insta gram oh what food st eez food porn food bomba spam devils meat spa more os or eos hawaiian hawaii chee hu aloha maha los food yum
news_politifact7665	real	opinion
